name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,average_speed,max_speed,elev_high,elev_low,pr_count,distance_miles,moving_time_minutes,moving_time_hours,decoded_polyline,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres
PMRP : Drive By Loop,4305.2,1322,1333,114.0,Run,9512985658,2023-07-24,2023-07-24T11:47:34Z,(GMT-05:00) America/New_York,-14400.0,"[37.6447257399559, -83.71384779922664]","[37.64469346962869, -83.71398149058223]",3.257,11.688,343.1,256.4,0,2.68,22.03,0.37,"[(37.64472, -83.71385), (37.64472, -83.714), (37.64481, -83.71417), (37.64488, -83.71424), (37.64496, -83.71427), (37.64497, -83.71432), (37.64495, -83.71437), (37.64495, -83.71432), (37.64505, -83.71446), (37.64504, -83.7145), (37.64514, -83.71454), (37.64519, -83.71461), (37.64523, -83.71464), (37.64526, -83.71464), (37.6453, -83.71469), (37.64534, -83.71477), (37.64539, -83.71484), (37.6456, -83.71506), (37.64577, -83.71516), (37.64581, -83.71522), (37.64584, -83.71524), (37.64584, -83.71532), (37.64588, -83.71539), (37.64589, -83.71547), (37.64591, -83.71549), (37.64604, -83.71572), (37.6461, -83.71601), (37.64622, -83.71611), (37.64627, -83.71614), (37.6463, -83.71621), (37.64634, -83.71623), (37.64637, -83.71634), (37.64636, -83.71641), (37.64638, -83.71646), (37.64662, -83.7169), (37.64663, -83.717), (37.64662, -83.71703), (37.64666, -83.71711), (37.6467, -83.71711), (37.64673, -83.71714), (37.64671, -83.7172), (37.64679, -83.71729), (37.64685, -83.71742), (37.64688, -83.71749), (37.64686, -83.71754), (37.64692, -83.71762), (37.64696, -83.71772), (37.64708, -83.71788), (37.64711, -83.71795), (37.64711, -83.71803), (37.64718, -83.71834), (37.64719, -83.71835), (37.64725, -83.71835), (37.64724, -83.71843), (37.6472, -83.71854), (37.6472, -83.71864), (37.64715, -83.71873), (37.64703, -83.71908), (37.64701, -83.71909), (37.64697, -83.71908), (37.64695, -83.71922), (37.64694, -83.71941), (37.64691, -83.71947), (37.6469, -83.71952), (37.6468, -83.71973), (37.64678, -83.71981), (37.64681, -83.72006), (37.64684, -83.72014), (37.64689, -83.72017), (37.64692, -83.72027), (37.64695, -83.72028), (37.64699, -83.72048), (37.64715, -83.72072), (37.64716, -83.72078), (37.64721, -83.72084), (37.64726, -83.72094), (37.64727, -83.72106), (37.64728, -83.72111), (37.64741, -83.72118), (37.6474, -83.72123), (37.64747, -83.72156), (37.64765, -83.72183), (37.64775, -83.72203), (37.64774, -83.72211), (37.64776, -83.72218), (37.64775, -83.72222), (37.64777, -83.72224), (37.64776, -83.72237), (37.64778, -83.72249), (37.64783, -83.72259), (37.64782, -83.72264), (37.64785, -83.72286), (37.6479, -83.72294), (37.64794, -83.72308), (37.64797, -83.7233), (37.64809, -83.72362), (37.64811, -83.7237), (37.64819, -83.72388), (37.64822, -83.72401), (37.64829, -83.72406), (37.64839, -83.72419), (37.64839, -83.72423), (37.64842, -83.72427), (37.64844, -83.72429), (37.64851, -83.72431), (37.64852, -83.72435), (37.64857, -83.72439), (37.6486, -83.72451), (37.64857, -83.72452), (37.64852, -83.72457), (37.64848, -83.72457), (37.6484, -83.72481), (37.64838, -83.72492), (37.64842, -83.72501), (37.64843, -83.72505), (37.64857, -83.72519), (37.64867, -83.72524), (37.64878, -83.72535), (37.64884, -83.72537), (37.64887, -83.7254), (37.64897, -83.72539), (37.64904, -83.72548), (37.64906, -83.72562), (37.64905, -83.72563), (37.64906, -83.72568), (37.64908, -83.72569), (37.64899, -83.72597), (37.649, -83.72607), (37.64903, -83.72609), (37.6491, -83.72609), (37.64917, -83.72601), (37.64919, -83.72591), (37.64918, -83.72584), (37.6492, -83.72581), (37.64924, -83.7258), (37.64928, -83.72571), (37.64935, -83.72565), (37.6494, -83.72565), (37.64941, -83.72562), (37.64958, -83.72558), (37.64962, -83.72562), (37.64966, -83.72561), (37.6497, -83.72563), (37.64977, -83.72562), (37.64982, -83.72561), (37.64984, -83.72557), (37.64989, -83.72557), (37.64995, -83.72555), (37.64999, -83.72555), (37.65001, -83.72553), (37.65003, -83.72555), (37.65009, -83.72557), (37.65019, -83.72554), (37.65024, -83.72558), (37.6503, -83.72559), (37.65042, -83.72563), (37.65042, -83.72568), (37.65045, -83.72568), (37.65055, -83.72563), (37.6506, -83.72566), (37.65064, -83.72565), (37.65066, -83.72568), (37.65069, -83.72568), (37.65073, -83.72562), (37.65077, -83.72563), (37.65082, -83.72561), (37.6509, -83.72561), (37.65095, -83.72563), (37.65099, -83.72561), (37.65108, -83.72566), (37.6511, -83.72564), (37.65112, -83.72558), (37.65121, -83.72556), (37.6512, -83.72551), (37.65134, -83.72573), (37.65143, -83.72576), (37.65149, -83.72583), (37.65165, -83.72575), (37.6517, -83.72576), (37.65171, -83.7258), (37.65183, -83.72565), (37.65183, -83.72558), (37.65185, -83.72559), (37.65193, -83.72549), (37.65192, -83.72546), (37.65195, -83.7254), (37.65201, -83.72535), (37.65202, -83.72532), (37.65214, -83.72521), (37.65221, -83.72518), (37.65221, -83.72509), (37.65232, -83.72509), (37.65236, -83.72505), (37.65238, -83.72506), (37.65238, -83.72501), (37.65244, -83.72497), (37.65254, -83.72494), (37.65259, -83.72491), (37.65262, -83.72492), (37.65272, -83.72479), (37.65272, -83.72484), (37.65283, -83.72483), (37.65285, -83.72474), (37.65289, -83.72473), (37.6529, -83.72473), (37.65296, -83.72478), (37.65299, -83.72488), (37.65297, -83.72481), (37.65305, -83.7247), (37.65307, -83.72453), (37.65311, -83.72449), (37.65313, -83.72441), (37.65314, -83.7244), (37.65317, -83.72441), (37.65319, -83.72436), (37.65318, -83.7243), (37.65321, -83.72427), (37.65315, -83.72429), (37.65321, -83.72418), (37.65314, -83.72423), (37.65308, -83.72431), (37.6531, -83.72425), (37.65309, -83.72422), (37.65309, -83.72427), (37.65309, -83.72421), (37.65303, -83.72447), (37.65312, -83.72405), (37.65318, -83.724), (37.65306, -83.72398), (37.65307, -83.72391), (37.65306, -83.72399), (37.65305, -83.72397), (37.65308, -83.72391), (37.65306, -83.72388), (37.65304, -83.72395), (37.65289, -83.72377), (37.65289, -83.72392), (37.65285, -83.72395), (37.65281, -83.72394), (37.65273, -83.72399), (37.65278, -83.72395), (37.65272, -83.724), (37.65263, -83.72405), (37.65254, -83.72405), (37.6525, -83.72403), (37.65248, -83.72399), (37.65235, -83.72396), (37.65234, -83.72397), (37.6523, -83.72393), (37.65213, -83.72392), (37.65211, -83.72394), (37.6521, -83.72394), (37.65205, -83.72391), (37.65201, -83.72394), (37.65189, -83.7239), (37.65184, -83.72391), (37.65179, -83.72388), (37.65175, -83.72381), (37.65175, -83.72378), (37.65177, -83.72372), (37.6518, -83.72371), (37.6518, -83.72368), (37.65194, -83.72355), (37.65198, -83.72356), (37.65199, -83.72352), (37.65203, -83.72346), (37.65207, -83.72348), (37.6521, -83.72344), (37.65213, -83.72345), (37.65202, -83.72318), (37.65192, -83.72319), (37.65187, -83.72318), (37.6519, -83.72317), (37.65187, -83.72317), (37.65179, -83.72322), (37.65179, -83.72316), (37.65184, -83.72304), (37.65185, -83.72298), (37.65191, -83.72295), (37.6519, -83.72291), (37.65186, -83.72283), (37.65188, -83.72278), (37.65185, -83.72284), (37.65179, -83.72281), (37.65172, -83.72283), (37.65171, -83.72282), (37.65168, -83.72283), (37.65167, -83.72281), (37.65162, -83.72284), (37.65164, -83.72279), (37.6516, -83.72288), (37.65161, -83.72292), (37.65147, -83.72308), (37.65139, -83.72313), (37.65136, -83.72313), (37.65133, -83.72315), (37.65131, -83.72313), (37.65127, -83.72317), (37.65124, -83.72314), (37.65126, -83.72317), (37.65112, -83.72317), (37.65101, -83.72325), (37.65093, -83.72321), (37.65089, -83.72328), (37.65076, -83.72331), (37.65069, -83.72336), (37.65069, -83.7234), (37.65063, -83.7235), (37.65055, -83.72355), (37.65054, -83.72364), (37.65052, -83.72366), (37.6504, -83.72368), (37.65034, -83.72365), (37.65032, -83.7237), (37.65029, -83.72368), (37.65021, -83.72369), (37.65015, -83.72367), (37.65003, -83.72358), (37.64994, -83.72368), (37.64994, -83.72373), (37.6498, -83.72379), (37.64963, -83.72374), (37.6496, -83.72369), (37.64953, -83.72366), (37.6495, -83.7238), (37.64946, -83.72383), (37.64943, -83.72382), (37.64941, -83.72394), (37.64938, -83.72396), (37.64933, -83.72399), (37.64921, -83.72397), (37.64911, -83.72392), (37.64906, -83.72392), (37.64902, -83.72394), (37.64899, -83.72394), (37.64897, -83.72398), (37.64891, -83.72397), (37.64889, -83.72402), (37.64885, -83.72401), (37.64873, -83.72417), (37.6487, -83.72418), (37.64867, -83.72416), (37.64862, -83.72419), (37.6486, -83.72434), (37.64858, -83.72437), (37.64854, -83.72435), (37.64846, -83.72423), (37.64838, -83.72416), (37.64835, -83.72415), (37.6483, -83.72408), (37.64821, -83.72389), (37.64819, -83.72375), (37.64812, -83.72359), (37.64806, -83.72326), (37.64796, -83.72307), (37.64796, -83.723), (37.64788, -83.72275), (37.64786, -83.72261), (37.64786, -83.72242), (37.64784, -83.72238), (37.64781, -83.7221), (37.64768, -83.72183), (37.64752, -83.72156), (37.64747, -83.72122), (37.64741, -83.72109), (37.64742, -83.72101), (37.64737, -83.72097), (37.64734, -83.72087), (37.64723, -83.72073), (37.64723, -83.7207), (37.64719, -83.72065), (37.64715, -83.72056), (37.64707, -83.72046), (37.64707, -83.72041), (37.64703, -83.72034), (37.647, -83.72033), (37.64691, -83.72008), (37.64689, -83.72004), (37.64685, -83.72003), (37.64686, -83.71988), (37.64684, -83.71982), (37.64672, -83.71978), (37.64665, -83.7199), (37.64664, -83.71987), (37.64656, -83.72003), (37.64651, -83.72005), (37.64645, -83.72012), (37.64642, -83.72011), (37.6464, -83.72014), (37.64636, -83.72014), (37.64633, -83.72012), (37.64637, -83.72021), (37.64641, -83.72019), (37.64659, -83.71999), (37.64662, -83.71997), (37.64668, -83.71988), (37.6468, -83.71982), (37.64683, -83.71985), (37.64684, -83.71977), (37.64688, -83.71971), (37.64688, -83.71975), (37.64694, -83.71952), (37.647, -83.7194), (37.64705, -83.71914), (37.64715, -83.71891), (37.64719, -83.71877), (37.64718, -83.71869), (37.64721, -83.71858), (37.6472, -83.71854), (37.64721, -83.71849), (37.64721, -83.71837), (37.64718, -83.71825), (37.64719, -83.71819), (37.64709, -83.71784), (37.64706, -83.71781), (37.64696, -83.7176), (37.64687, -83.71737), (37.64687, -83.7173), (37.64684, -83.71728), (37.64678, -83.71716), (37.6467, -83.71707), (37.64667, -83.717), (37.64667, -83.71692), (37.64662, -83.71672), (37.64644, -83.71641), (37.64645, -83.71636), (37.6464, -83.71625), (37.64637, -83.71623), (37.64634, -83.71616), (37.64625, -83.71604), (37.64623, -83.71599), (37.64613, -83.71589), (37.6461, -83.71578), (37.64595, -83.71542), (37.64586, -83.71536), (37.64579, -83.71524), (37.64572, -83.71519), (37.64552, -83.71494), (37.64547, -83.71491), (37.64544, -83.71486), (37.64546, -83.7148), (37.64543, -83.71476), (37.6454, -83.71473), (37.64538, -83.71467), (37.64532, -83.71461), (37.64533, -83.71456), (37.64528, -83.71456), (37.64522, -83.71449), (37.64517, -83.7144), (37.64513, -83.71437), (37.64501, -83.71435), (37.64496, -83.71432), (37.64489, -83.71431), (37.64482, -83.71428), (37.64478, -83.7143), (37.64476, -83.71429), (37.64473, -83.71424), (37.64474, -83.71418), (37.64469, -83.71399)]",74.84,64.94,84.2,0.1,0.0,303.0,2.73,1019.4
PMRP : Lode Loop,1461.2,460,463,26.7,Run,9512846235,2023-07-24,2023-07-24T11:38:38Z,(GMT-05:00) America/New_York,-14400.0,"[37.644767398014665, -83.71361251920462]","[37.644702438265085, -83.71377479285002]",3.177,6.7,295.4,267.6,0,0.91,7.67,0.13,"[(37.64476, -83.71362), (37.64479, -83.7136), (37.64479, -83.71354), (37.64482, -83.71355), (37.64492, -83.71353), (37.64495, -83.71361), (37.64505, -83.71374), (37.64508, -83.71372), (37.64509, -83.71361), (37.64508, -83.71356), (37.64504, -83.71353), (37.64504, -83.71342), (37.64488, -83.71327), (37.64489, -83.71314), (37.64492, -83.71308), (37.64492, -83.71303), (37.64488, -83.713), (37.64487, -83.71284), (37.64484, -83.71282), (37.64484, -83.71278), (37.64481, -83.71272), (37.64479, -83.71265), (37.64473, -83.71262), (37.64472, -83.71243), (37.64468, -83.71233), (37.64465, -83.71231), (37.64468, -83.71216), (37.64467, -83.71211), (37.64462, -83.71197), (37.64464, -83.71186), (37.64459, -83.7117), (37.64456, -83.71167), (37.6445, -83.71166), (37.64441, -83.71168), (37.64446, -83.71155), (37.64453, -83.71149), (37.64457, -83.71149), (37.6446, -83.71145), (37.64459, -83.71141), (37.64461, -83.71139), (37.64477, -83.71126), (37.64478, -83.7112), (37.64487, -83.71115), (37.64492, -83.71111), (37.64496, -83.71102), (37.64504, -83.71098), (37.64507, -83.71088), (37.64511, -83.71085), (37.64513, -83.7108), (37.64516, -83.7108), (37.64514, -83.71076), (37.64514, -83.71067), (37.6452, -83.71065), (37.64523, -83.71059), (37.64528, -83.71059), (37.64529, -83.71049), (37.64536, -83.71048), (37.64539, -83.71045), (37.64544, -83.71045), (37.64547, -83.71042), (37.64554, -83.71026), (37.64566, -83.71017), (37.64569, -83.71016), (37.64571, -83.71018), (37.64575, -83.71007), (37.64574, -83.70994), (37.64584, -83.70983), (37.64587, -83.70977), (37.64587, -83.70963), (37.64589, -83.70956), (37.64588, -83.70943), (37.64591, -83.70935), (37.646, -83.70929), (37.64614, -83.70924), (37.64621, -83.70926), (37.64624, -83.70921), (37.6463, -83.70918), (37.64635, -83.7092), (37.64646, -83.70915), (37.64648, -83.70927), (37.6465, -83.70929), (37.64654, -83.70927), (37.64657, -83.70931), (37.64664, -83.70935), (37.64668, -83.70934), (37.64679, -83.70942), (37.64689, -83.70947), (37.64709, -83.71025), (37.64713, -83.7103), (37.64713, -83.71031), (37.64711, -83.71032), (37.64711, -83.71035), (37.64715, -83.71036), (37.64606, -83.7108), (37.64608, -83.71091), (37.64605, -83.711), (37.64601, -83.71095), (37.64598, -83.71109), (37.64596, -83.71112), (37.64591, -83.71112), (37.64589, -83.71118), (37.64584, -83.71121), (37.64584, -83.71125), (37.64575, -83.71135), (37.64569, -83.71148), (37.64566, -83.7115), (37.64558, -83.71161), (37.64557, -83.71166), (37.64552, -83.71173), (37.64549, -83.71181), (37.6454, -83.71184), (37.6453, -83.71194), (37.64523, -83.71199), (37.64515, -83.7121), (37.64512, -83.71212), (37.64508, -83.71221), (37.64502, -83.71223), (37.64501, -83.71237), (37.64505, -83.71248), (37.6451, -83.7126), (37.64518, -83.71272), (37.64523, -83.71276), (37.64529, -83.71285), (37.6453, -83.71296), (37.64536, -83.71297), (37.64541, -83.71305), (37.6455, -83.71303), (37.64554, -83.71308), (37.64557, -83.71309), (37.64563, -83.71302), (37.64566, -83.71302), (37.64571, -83.71306), (37.64581, -83.71302), (37.64582, -83.71307), (37.64581, -83.71314), (37.64577, -83.71322), (37.64578, -83.71316), (37.64556, -83.71345), (37.64537, -83.71356), (37.64536, -83.71366), (37.64527, -83.71371), (37.64525, -83.71376), (37.64522, -83.71376), (37.64506, -83.71367), (37.64501, -83.71355), (37.64493, -83.7135), (37.64486, -83.71349), (37.64483, -83.71345), (37.6448, -83.71344), (37.64471, -83.7136), (37.64473, -83.71369), (37.64472, -83.71375), (37.6447, -83.71378)]",74.84,64.94,84.2,0.1,0.0,303.0,2.73,1019.4
PMRP : Sore Heel Loop,7211.6,2223,2256,224.7,Run,9509001243,2023-07-23,2023-07-23T16:13:18Z,(GMT-05:00) America/New_York,-14400.0,"[37.64470654539764, -83.7143228854984]","[37.644769325852394, -83.71421023271978]",3.244,13.62,338.1,256.4,0,4.48,37.05,0.62,"[(37.6447, -83.71433), (37.64482, -83.71441), (37.64499, -83.71441), (37.64517, -83.71455), (37.64533, -83.71473), (37.64542, -83.71492), (37.64556, -83.715), (37.64564, -83.7151), (37.64566, -83.71518), (37.6458, -83.71526), (37.64585, -83.7154), (37.64594, -83.71552), (37.64594, -83.7156), (37.64604, -83.71572), (37.64614, -83.71602), (37.64626, -83.71622), (37.64625, -83.71626), (37.64634, -83.71641), (37.64642, -83.71649), (37.64654, -83.7168), (37.64659, -83.71685), (37.64664, -83.7172), (37.64669, -83.71721), (37.64682, -83.71742), (37.647, -83.71786), (37.64705, -83.71787), (37.64714, -83.71794), (37.64724, -83.71827), (37.64736, -83.71826), (37.64755, -83.71793), (37.64773, -83.71788), (37.64781, -83.71781), (37.64783, -83.71771), (37.64788, -83.71765), (37.64818, -83.71794), (37.64831, -83.71792), (37.64845, -83.71781), (37.64864, -83.71793), (37.64881, -83.71796), (37.64891, -83.71792), (37.64893, -83.71786), (37.64898, -83.71783), (37.6491, -83.71785), (37.64915, -83.71774), (37.64925, -83.71773), (37.64929, -83.71776), (37.6494, -83.71771), (37.64948, -83.71746), (37.64969, -83.71744), (37.64974, -83.71752), (37.64985, -83.71743), (37.64984, -83.71735), (37.64995, -83.71737), (37.65003, -83.71729), (37.6501, -83.71716), (37.65027, -83.71713), (37.65027, -83.71703), (37.65048, -83.71716), (37.65062, -83.71714), (37.65074, -83.71703), (37.65081, -83.71703), (37.65089, -83.71682), (37.65093, -83.71682), (37.65104, -83.71673), (37.65111, -83.71644), (37.65122, -83.71641), (37.65117, -83.71627), (37.6512, -83.71615), (37.6513, -83.71602), (37.65137, -83.71599), (37.65147, -83.71583), (37.65149, -83.71568), (37.65159, -83.71556), (37.65165, -83.71529), (37.65171, -83.71523), (37.65169, -83.71503), (37.65157, -83.71493), (37.65157, -83.71488), (37.65171, -83.71471), (37.65173, -83.71444), (37.65177, -83.71436), (37.65169, -83.71401), (37.6518, -83.71386), (37.65179, -83.7138), (37.65188, -83.71367), (37.65196, -83.71341), (37.65196, -83.71322), (37.65188, -83.71304), (37.65188, -83.71289), (37.65193, -83.71275), (37.65192, -83.7126), (37.65198, -83.7125), (37.65197, -83.71234), (37.65201, -83.71224), (37.652, -83.71202), (37.65212, -83.71173), (37.65214, -83.71148), (37.65216, -83.71144), (37.65227, -83.71136), (37.65224, -83.71117), (37.65227, -83.71094), (37.65231, -83.7109), (37.65229, -83.71086), (37.65232, -83.71079), (37.6523, -83.7106), (37.65236, -83.71041), (37.65247, -83.71026), (37.65247, -83.71009), (37.65253, -83.7099), (37.65268, -83.70986), (37.65265, -83.7098), (37.65271, -83.70988), (37.65281, -83.70986), (37.65285, -83.7098), (37.65287, -83.70982), (37.65284, -83.70984), (37.65292, -83.70989), (37.65293, -83.71001), (37.65299, -83.71008), (37.65296, -83.71022), (37.6531, -83.71033), (37.65329, -83.71039), (37.65337, -83.71053), (37.65357, -83.71059), (37.65362, -83.71056), (37.65359, -83.71072), (37.65346, -83.71068), (37.65344, -83.71075), (37.65338, -83.71075), (37.65332, -83.7109), (37.65336, -83.71092), (37.65311, -83.71093), (37.65305, -83.71105), (37.65305, -83.71115), (37.65301, -83.71118), (37.65307, -83.71128), (37.6531, -83.71148), (37.65298, -83.71177), (37.65306, -83.71203), (37.65305, -83.71211), (37.65312, -83.7122), (37.65313, -83.71233), (37.65348, -83.71263), (37.65358, -83.71265), (37.65372, -83.71274), (37.65375, -83.71281), (37.65372, -83.71293), (37.65364, -83.71307), (37.65363, -83.71322), (37.65373, -83.71342), (37.65374, -83.71352), (37.65376, -83.71355), (37.65379, -83.71349), (37.65349, -83.71349), (37.65343, -83.71361), (37.65344, -83.71367), (37.65339, -83.71364), (37.65335, -83.71369), (37.6532, -83.71368), (37.65318, -83.71365), (37.6531, -83.71381), (37.65308, -83.71397), (37.65302, -83.71409), (37.65305, -83.71426), (37.65304, -83.7144), (37.65296, -83.71451), (37.65289, -83.71454), (37.65277, -83.71474), (37.65285, -83.71515), (37.65284, -83.71523), (37.65278, -83.71529), (37.65281, -83.71532), (37.65252, -83.71554), (37.65248, -83.71551), (37.65248, -83.71558), (37.65245, -83.7156), (37.65232, -83.71563), (37.65226, -83.71576), (37.65219, -83.71582), (37.6522, -83.71594), (37.65227, -83.71607), (37.65231, -83.71609), (37.65244, -83.71595), (37.65255, -83.71592), (37.65262, -83.71603), (37.65263, -83.71615), (37.65271, -83.71621), (37.65276, -83.71632), (37.65282, -83.71632), (37.65287, -83.71627), (37.65286, -83.71618), (37.65295, -83.71614), (37.653, -83.71612), (37.653, -83.71619), (37.65311, -83.71618), (37.65319, -83.71599), (37.65322, -83.716), (37.65323, -83.71593), (37.65326, -83.7159), (37.65323, -83.716), (37.65328, -83.71603), (37.65326, -83.71606), (37.65365, -83.71636), (37.65369, -83.71634), (37.65378, -83.71639), (37.65387, -83.71627), (37.65394, -83.71622), (37.65381, -83.71618), (37.65386, -83.71621), (37.65384, -83.71615), (37.65392, -83.71624), (37.65397, -83.7162), (37.65411, -83.71627), (37.65418, -83.71622), (37.6542, -83.7163), (37.65425, -83.71623), (37.65423, -83.71621), (37.65428, -83.71624), (37.65424, -83.71623), (37.65421, -83.71627), (37.65433, -83.71623), (37.65442, -83.71636), (37.65443, -83.71645), (37.65436, -83.7164), (37.65448, -83.71659), (37.65455, -83.71657), (37.6546, -83.71666), (37.65473, -83.7167), (37.65486, -83.71689), (37.65456, -83.71668), (37.65459, -83.71668), (37.65459, -83.71673), (37.65472, -83.71674), (37.65486, -83.71671), (37.6548, -83.71668), (37.65486, -83.71668), (37.65487, -83.71657), (37.6549, -83.71658), (37.6544, -83.71645), (37.65447, -83.71652), (37.6544, -83.71656), (37.65447, -83.71653), (37.6545, -83.71662), (37.65456, -83.71658), (37.65456, -83.7167), (37.65447, -83.71669), (37.6545, -83.71668), (37.65451, -83.71678), (37.65447, -83.71707), (37.65417, -83.71746), (37.65399, -83.71727), (37.65391, -83.71736), (37.6538, -83.71728), (37.65379, -83.71736), (37.65376, -83.71726), (37.65363, -83.71722), (37.65341, -83.71729), (37.6534, -83.71733), (37.65341, -83.71725), (37.65336, -83.71718), (37.65329, -83.71718), (37.65319, -83.71727), (37.65317, -83.71731), (37.65314, -83.71726), (37.65306, -83.71731), (37.65303, -83.71725), (37.65297, -83.71727), (37.65279, -83.71716), (37.65271, -83.71719), (37.65267, -83.71725), (37.65259, -83.71724), (37.65257, -83.71729), (37.65241, -83.71734), (37.65229, -83.71721), (37.65227, -83.71726), (37.65212, -83.71714), (37.65201, -83.71707), (37.65181, -83.71715), (37.65179, -83.71709), (37.65174, -83.71707), (37.65161, -83.71727), (37.65151, -83.7173), (37.65136, -83.71725), (37.65124, -83.71718), (37.65107, -83.7172), (37.65099, -83.71736), (37.65099, -83.7174), (37.65081, -83.71743), (37.65064, -83.71764), (37.65063, -83.71773), (37.65052, -83.71784), (37.65054, -83.71798), (37.6506, -83.71811), (37.65075, -83.71828), (37.6508, -83.71829), (37.65079, -83.71833), (37.65099, -83.71841), (37.65103, -83.71839), (37.651, -83.71849), (37.6508, -83.71873), (37.6508, -83.71879), (37.65072, -83.71884), (37.65067, -83.71882), (37.65051, -83.71897), (37.65045, -83.71899), (37.65039, -83.71893), (37.6502, -83.71891), (37.65008, -83.71895), (37.64998, -83.71892), (37.64987, -83.71901), (37.64978, -83.71898), (37.64967, -83.719), (37.64942, -83.71914), (37.64929, -83.71916), (37.64912, -83.71908), (37.64875, -83.71913), (37.64854, -83.71906), (37.64845, -83.71895), (37.64832, -83.71895), (37.64805, -83.71891), (37.64798, -83.71907), (37.648, -83.7192), (37.64799, -83.71945), (37.64797, -83.71963), (37.64806, -83.71984), (37.64816, -83.71995), (37.6487, -83.71998), (37.64902, -83.72013), (37.64903, -83.72018), (37.64915, -83.72014), (37.64921, -83.72017), (37.64923, -83.72012), (37.64921, -83.72008), (37.64898, -83.72027), (37.64887, -83.72024), (37.64872, -83.7203), (37.64866, -83.72025), (37.64858, -83.72036), (37.64801, -83.72052), (37.64795, -83.72058), (37.64741, -83.72057), (37.6472, -83.72031), (37.64716, -83.7203), (37.64714, -83.72013), (37.64717, -83.71994), (37.64711, -83.71967), (37.64704, -83.71954), (37.64695, -83.71951), (37.64682, -83.71964), (37.64678, -83.71992), (37.64685, -83.72033), (37.64688, -83.72036), (37.64686, -83.72043), (37.64705, -83.72054), (37.64732, -83.7209), (37.64731, -83.7212), (37.64736, -83.7212), (37.64743, -83.72136), (37.64745, -83.72152), (37.6475, -83.72161), (37.64749, -83.7217), (37.64768, -83.72186), (37.64776, -83.72203), (37.64779, -83.72224), (37.64774, -83.72239), (37.64778, -83.72259), (37.64783, -83.72282), (37.64792, -83.72301), (37.64793, -83.72323), (37.64802, -83.72342), (37.64813, -83.7236), (37.64814, -83.72374), (37.6481, -83.72377), (37.64819, -83.72393), (37.64828, -83.724), (37.64834, -83.72411), (37.64843, -83.72436), (37.64858, -83.72442), (37.64842, -83.72458), (37.64849, -83.72522), (37.64862, -83.72531), (37.6488, -83.72537), (37.64888, -83.72546), (37.64895, -83.72534), (37.64897, -83.72522), (37.64883, -83.72503), (37.64871, -83.72497), (37.64866, -83.72471), (37.64861, -83.72463), (37.64862, -83.72445), (37.64833, -83.72418), (37.64834, -83.72415), (37.64821, -83.72391), (37.64822, -83.72381), (37.64811, -83.72363), (37.64802, -83.72338), (37.648, -83.72319), (37.64791, -83.72295), (37.6479, -83.72275), (37.6478, -83.72252), (37.6478, -83.72228), (37.64773, -83.72209), (37.64773, -83.72193), (37.6475, -83.72167), (37.6474, -83.72124), (37.64734, -83.72108), (37.64735, -83.721), (37.64726, -83.72082), (37.64706, -83.72052), (37.64699, -83.72048), (37.64691, -83.72033), (37.64685, -83.72032), (37.64688, -83.72021), (37.64685, -83.72013), (37.64688, -83.72012), (37.64688, -83.72002), (37.64673, -83.71986), (37.64661, -83.71991), (37.64653, -83.72003), (37.64635, -83.72017), (37.64635, -83.72036), (37.64639, -83.72042), (37.64646, -83.72041), (37.6467, -83.71995), (37.64682, -83.71986), (37.64689, -83.71968), (37.64695, -83.71962), (37.64695, -83.71956), (37.64701, -83.71955), (37.64698, -83.7194), (37.64703, -83.71933), (37.64707, -83.71915), (37.64711, -83.71912), (37.6471, -83.71904), (37.64721, -83.71865), (37.6472, -83.7184), (37.64708, -83.71803), (37.64707, -83.71789), (37.64687, -83.7175), (37.64684, -83.71749), (37.64677, -83.71736), (37.64678, -83.71731), (37.64668, -83.71708), (37.64663, -83.71708), (37.64656, -83.71675), (37.64637, -83.71642), (37.64633, -83.71624), (37.64628, -83.71623), (37.64608, -83.71597), (37.64606, -83.71583), (37.64599, -83.71576), (37.64598, -83.71562), (37.64591, -83.71545), (37.64566, -83.71522), (37.64561, -83.71505), (37.6455, -83.71492), (37.64549, -83.71486), (37.64537, -83.71476), (37.64533, -83.71464), (37.64522, -83.71451), (37.64499, -83.71437), (37.64476, -83.71436), (37.64472, -83.71428), (37.64476, -83.71421)]",73.94,64.4,82.94,0.0,0.0,329.0,1.86,1015.4
