id,decoded_polyline
9464901645,"[(37.80793, -83.6578), (37.80796, -83.65779), (37.80804, -83.65771), (37.80809, -83.65755), (37.80796, -83.65734), (37.80784, -83.65723), (37.80778, -83.65703), (37.80777, -83.65687), (37.80731, -83.656), (37.8074, -83.65588), (37.80748, -83.65584), (37.80748, -83.65579), (37.80754, -83.65572), (37.80758, -83.65557), (37.80765, -83.65548), (37.8077, -83.65535), (37.80772, -83.65523), (37.80769, -83.65511), (37.80775, -83.65493), (37.80773, -83.65484), (37.80783, -83.65463), (37.80783, -83.65456), (37.80789, -83.65437), (37.8079, -83.65399), (37.80795, -83.65384), (37.80794, -83.65362), (37.80789, -83.65342), (37.80786, -83.65338), (37.80784, -83.65325), (37.80779, -83.65317), (37.80779, -83.6531), (37.80781, -83.6531), (37.80786, -83.65317), (37.80793, -83.65314), (37.80798, -83.65289), (37.80804, -83.65282), (37.8081, -83.65268), (37.80827, -83.65253), (37.80857, -83.6524), (37.80861, -83.65234), (37.80872, -83.65233), (37.80883, -83.65237), (37.80889, -83.65243), (37.80901, -83.65257), (37.80915, -83.65263), (37.80927, -83.65262), (37.80931, -83.65259), (37.80939, -83.6526), (37.80957, -83.65253), (37.80957, -83.6525), (37.80977, -83.65232), (37.81007, -83.65223), (37.81011, -83.65216), (37.81017, -83.65212), (37.81019, -83.65207), (37.81028, -83.65204), (37.81047, -83.65185), (37.8105, -83.65173), (37.81064, -83.65148), (37.81077, -83.65143), (37.81087, -83.65123), (37.81092, -83.65121), (37.811, -83.6511), (37.81102, -83.651), (37.81129, -83.6508), (37.8114, -83.65079), (37.81144, -83.65075), (37.81151, -83.65077), (37.81169, -83.65063), (37.81176, -83.65063), (37.8119, -83.65056), (37.81199, -83.65046), (37.81216, -83.65035), (37.81237, -83.6501), (37.81238, -83.65002), (37.81247, -83.64986), (37.81251, -83.6497), (37.81257, -83.64959), (37.81259, -83.64943), (37.81269, -83.64933), (37.8128, -83.64913), (37.81287, -83.6491), (37.81289, -83.64906), (37.81293, -83.64906), (37.81296, -83.64895), (37.813, -83.64898), (37.81306, -83.6489), (37.81315, -83.64887), (37.8134, -83.64869), (37.81361, -83.64869), (37.81382, -83.64865), (37.81412, -83.64873), (37.81418, -83.64883), (37.81426, -83.64889), (37.8143, -83.649), (37.81433, -83.64899), (37.81438, -83.64907), (37.81443, -83.64909), (37.81449, -83.64909), (37.81458, -83.649), (37.81469, -83.649), (37.81492, -83.64878), (37.81502, -83.64861), (37.81505, -83.64844), (37.81522, -83.64814), (37.8153, -83.64803), (37.81542, -83.6478), (37.81561, -83.64765), (37.81571, -83.64752), (37.81577, -83.6475), (37.81582, -83.64742), (37.81609, -83.64719), (37.81611, -83.64704), (37.8162, -83.64692), (37.8163, -83.6466), (37.81653, -83.64637), (37.81662, -83.64633), (37.81682, -83.64633), (37.81692, -83.64629), (37.81719, -83.64633), (37.81736, -83.64646), (37.81742, -83.64647), (37.8175, -83.64654), (37.81755, -83.64653), (37.81768, -83.64681), (37.8178, -83.64697), (37.81795, -83.647), (37.81801, -83.64705), (37.81822, -83.64705), (37.81834, -83.64702), (37.81848, -83.64694), (37.81863, -83.64689), (37.81867, -83.64684), (37.81877, -83.64678), (37.81906, -83.6464), (37.81908, -83.64629), (37.81911, -83.64626), (37.81906, -83.64631), (37.81908, -83.64627), (37.81913, -83.64628), (37.81931, -83.64612), (37.81939, -83.6461), (37.81946, -83.64612), (37.81954, -83.64618), (37.81966, -83.6462), (37.81976, -83.64627), (37.81981, -83.6464), (37.81984, -83.64639), (37.81985, -83.64645), (37.81996, -83.64653), (37.82003, -83.64655), (37.82003, -83.64661), (37.82008, -83.64672), (37.82027, -83.64682), (37.82035, -83.64695), (37.82039, -83.6471), (37.82045, -83.6472), (37.8205, -83.64722), (37.82046, -83.64732), (37.82023, -83.64722), (37.82014, -83.64709), (37.82009, -83.64696), (37.82002, -83.64696), (37.8199, -83.64702), (37.81998, -83.64725), (37.81998, -83.64741), (37.81996, -83.64745), (37.82005, -83.64746), (37.82005, -83.64757), (37.82011, -83.64759), (37.82015, -83.64758), (37.82013, -83.64761), (37.82019, -83.64778), (37.82021, -83.64777), (37.82031, -83.64792), (37.82029, -83.64807), (37.82031, -83.64812), (37.82021, -83.64814), (37.82012, -83.64799), (37.82011, -83.64805), (37.8202, -83.64809), (37.82028, -83.64809), (37.8203, -83.64812), (37.82031, -83.6484), (37.8204, -83.64858), (37.82042, -83.64869), (37.82038, -83.64893), (37.82041, -83.64903), (37.82039, -83.64922), (37.82043, -83.64938), (37.82041, -83.64944), (37.82036, -83.64948), (37.82036, -83.64954), (37.82041, -83.64966), (37.82047, -83.64971), (37.82045, -83.64979), (37.82049, -83.64987), (37.82043, -83.64996), (37.8205, -83.65004), (37.8205, -83.6504), (37.82048, -83.65043), (37.82043, -83.65044), (37.82046, -83.65058), (37.82043, -83.6506), (37.82036, -83.65083), (37.82031, -83.65087), (37.82023, -83.6509), (37.82023, -83.65103), (37.82022, -83.65107), (37.82025, -83.65115), (37.82024, -83.65135), (37.8203, -83.65142), (37.8204, -83.65166), (37.82038, -83.65172), (37.82042, -83.65181), (37.82048, -83.65187), (37.82045, -83.65185), (37.8205, -83.652), (37.82049, -83.65205), (37.8207, -83.65201), (37.82082, -83.65192), (37.82092, -83.65195), (37.82095, -83.65199), (37.82112, -83.65198), (37.82118, -83.65205), (37.82126, -83.65226), (37.82129, -83.65226), (37.82129, -83.65231), (37.82133, -83.65229), (37.82132, -83.65241), (37.82136, -83.6524), (37.82137, -83.65244), (37.8214, -83.65245), (37.82141, -83.65257), (37.82147, -83.65262), (37.8215, -83.65268), (37.82156, -83.65272), (37.82157, -83.65278), (37.82147, -83.65294), (37.82137, -83.653), (37.82135, -83.65307), (37.82126, -83.65311), (37.8213, -83.65324), (37.82125, -83.65322), (37.82121, -83.65327), (37.82122, -83.65331), (37.82126, -83.65333), (37.82123, -83.65337), (37.82122, -83.6535), (37.8213, -83.65355), (37.82132, -83.65359), (37.82165, -83.65354), (37.82167, -83.65357), (37.82163, -83.65358), (37.82167, -83.6536), (37.82167, -83.65367), (37.82164, -83.65369), (37.8217, -83.65361), (37.82197, -83.65361), (37.82202, -83.65367), (37.82205, -83.6538), (37.82218, -83.65406), (37.82201, -83.65406), (37.82191, -83.65409), (37.82195, -83.65406), (37.82182, -83.65414), (37.82172, -83.65414), (37.82163, -83.6543), (37.82159, -83.65429), (37.8214, -83.65454), (37.82136, -83.65469), (37.82127, -83.65479), (37.82122, -83.65491), (37.82115, -83.65495), (37.82115, -83.65502), (37.82109, -83.65509), (37.82108, -83.65507), (37.82111, -83.65506), (37.82103, -83.65523), (37.82097, -83.65524), (37.82096, -83.65529), (37.82092, -83.65529), (37.82085, -83.65539), (37.82078, -83.65539), (37.82073, -83.65545), (37.82071, -83.65544), (37.82065, -83.65559), (37.82058, -83.65566), (37.82059, -83.65568), (37.82051, -83.65582), (37.82053, -83.65584), (37.82051, -83.65587), (37.82039, -83.65594), (37.82038, -83.65598), (37.82013, -83.65609), (37.82008, -83.65608), (37.81999, -83.65618), (37.81996, -83.65617), (37.81989, -83.65622), (37.81985, -83.65627), (37.81984, -83.65623), (37.81983, -83.65627), (37.81983, -83.65623), (37.81981, -83.65627), (37.81978, -83.65628), (37.81978, -83.65638), (37.81973, -83.65643), (37.8197, -83.65649), (37.81969, -83.65662), (37.81967, -83.6567), (37.81969, -83.65672), (37.81968, -83.65665), (37.81971, -83.65671), (37.81967, -83.65673), (37.81965, -83.65679), (37.8195, -83.65686), (37.81947, -83.65694), (37.81949, -83.65701), (37.81934, -83.65707), (37.81925, -83.657), (37.81912, -83.65717), (37.81909, -83.65713), (37.81909, -83.65716), (37.81906, -83.65716), (37.81904, -83.6572), (37.81905, -83.65726), (37.81888, -83.65747), (37.81883, -83.65748), (37.81875, -83.65743), (37.81868, -83.65745), (37.81861, -83.65742), (37.81861, -83.6574), (37.81861, -83.65743), (37.81859, -83.6574), (37.81857, -83.65744), (37.81853, -83.6574), (37.81841, -83.65746), (37.81843, -83.65747), (37.81837, -83.65747), (37.81831, -83.6575), (37.81822, -83.65751), (37.8181, -83.65748), (37.81795, -83.65753), (37.81791, -83.65752), (37.81789, -83.65749), (37.8178, -83.65762), (37.81781, -83.65787), (37.81778, -83.6579), (37.81779, -83.65793), (37.81784, -83.65795), (37.81781, -83.65794), (37.81772, -83.6581), (37.81768, -83.65805), (37.81792, -83.65799), (37.81788, -83.65799), (37.81787, -83.65802), (37.81787, -83.65799), (37.81783, -83.658), (37.8179, -83.65781), (37.81796, -83.65783), (37.81794, -83.65789), (37.81796, -83.65794), (37.8181, -83.65795), (37.81811, -83.65791), (37.81819, -83.65791), (37.81825, -83.65786), (37.81826, -83.65789), (37.81832, -83.65785), (37.81833, -83.6579), (37.81831, -83.65793), (37.81833, -83.65795), (37.81818, -83.65804), (37.81816, -83.65809), (37.81818, -83.65811), (37.81817, -83.65824), (37.81806, -83.65829), (37.81802, -83.65833), (37.818, -83.65838), (37.81798, -83.6586), (37.81797, -83.65856), (37.81791, -83.65875), (37.81791, -83.65871), (37.81785, -83.65876), (37.81782, -83.6587), (37.81775, -83.65868), (37.81773, -83.65862), (37.81758, -83.65861), (37.81751, -83.65866), (37.81747, -83.65864), (37.81743, -83.6587), (37.8174, -83.65872), (37.81735, -83.65883), (37.81724, -83.65892), (37.81727, -83.65903), (37.8173, -83.65905), (37.81732, -83.65913), (37.8174, -83.65925), (37.81737, -83.65928), (37.81739, -83.65932), (37.81735, -83.65939), (37.81729, -83.65945), (37.81722, -83.65945), (37.81712, -83.65954), (37.81712, -83.6596), (37.81705, -83.65961), (37.81704, -83.65975), (37.81699, -83.65986), (37.817, -83.65991), (37.81696, -83.66), (37.81695, -83.6601), (37.81687, -83.66011), (37.81689, -83.66013), (37.81682, -83.66015), (37.81669, -83.66029), (37.81664, -83.66031), (37.81663, -83.66027), (37.81658, -83.6603), (37.81656, -83.66026), (37.81648, -83.66028), (37.81645, -83.66035), (37.81634, -83.66042), (37.81627, -83.66042), (37.81614, -83.66047), (37.81599, -83.66041), (37.81588, -83.66033), (37.81574, -83.66008), (37.81567, -83.66005), (37.81559, -83.66013), (37.81554, -83.66022), (37.81552, -83.66031), (37.81546, -83.66035), (37.81529, -83.66062), (37.8151, -83.66065), (37.815, -83.66061), (37.81492, -83.66065), (37.81444, -83.66047), (37.81405, -83.66052), (37.81396, -83.66056), (37.81394, -83.66054), (37.81373, -83.66059), (37.81348, -83.66053), (37.81341, -83.66046), (37.81297, -83.66035), (37.81295, -83.66027), (37.81262, -83.65981), (37.81248, -83.6595), (37.81244, -83.65935), (37.81224, -83.65915), (37.81202, -83.65911), (37.8117, -83.65922), (37.81153, -83.65935), (37.81141, -83.65939), (37.81134, -83.65948), (37.81128, -83.65947), (37.8111, -83.65957), (37.81104, -83.65965), (37.81094, -83.65968), (37.81083, -83.65981), (37.8106, -83.65995), (37.8106, -83.66001), (37.81052, -83.66003), (37.81039, -83.66001), (37.81023, -83.66009), (37.81003, -83.66012), (37.80967, -83.6603), (37.8094, -83.6603), (37.80905, -83.66009), (37.80907, -83.65997), (37.80912, -83.65987), (37.80912, -83.65971), (37.80921, -83.65949), (37.80928, -83.65921), (37.80935, -83.6591), (37.8094, -83.65896), (37.80951, -83.65884), (37.80962, -83.6586), (37.80971, -83.6582), (37.80975, -83.65812), (37.80973, -83.65807), (37.80974, -83.65789), (37.80959, -83.65768), (37.80953, -83.65752), (37.8095, -83.65752), (37.80937, -83.65738), (37.80921, -83.65737), (37.80905, -83.65743), (37.80893, -83.65756), (37.80881, -83.65762), (37.80874, -83.65759), (37.80857, -83.65765), (37.80827, -83.65753), (37.80814, -83.65754), (37.80811, -83.65757), (37.80809, -83.65766), (37.80799, -83.65777), (37.80794, -83.65778), (37.80791, -83.65789), (37.80769, -83.65808), (37.80759, -83.65821)]"
9176575201,"[(37.80787, -83.65786), (37.80792, -83.65777), (37.80804, -83.65769), (37.80813, -83.65768), (37.80814, -83.65765), (37.80819, -83.65764), (37.80824, -83.65758), (37.80827, -83.65758), (37.80826, -83.65762), (37.80822, -83.65767), (37.8083, -83.65759), (37.80849, -83.65761), (37.80853, -83.65758), (37.80859, -83.65763), (37.80869, -83.65759), (37.80878, -83.65759), (37.809, -83.65749), (37.80908, -83.65741), (37.80915, -83.65741), (37.8092, -83.65737), (37.80944, -83.65743), (37.80951, -83.65759), (37.80954, -83.65759), (37.80966, -83.65772), (37.80972, -83.65801), (37.80967, -83.65835), (37.80959, -83.65845), (37.80954, -83.65866), (37.8094, -83.65886), (37.80929, -83.65905), (37.80929, -83.65915), (37.80924, -83.65928), (37.80921, -83.65943), (37.80914, -83.65956), (37.80912, -83.65978), (37.80911, -83.65992), (37.80922, -83.66019), (37.80935, -83.66026), (37.80939, -83.66025), (37.80947, -83.66029), (37.80959, -83.66029), (37.8098, -83.66019), (37.80993, -83.66014), (37.8101, -83.66011), (37.81023, -83.66002), (37.81033, -83.66002), (37.8105, -83.65997), (37.81056, -83.66002), (37.81058, -83.65997), (37.81063, -83.65996), (37.81067, -83.65988), (37.81076, -83.65984), (37.81083, -83.65975), (37.81086, -83.65976), (37.81099, -83.65969), (37.81119, -83.65951), (37.81123, -83.65945), (37.81135, -83.65945), (37.81149, -83.6594), (37.81161, -83.65928), (37.81172, -83.65924), (37.81177, -83.65919), (37.8119, -83.65917), (37.81209, -83.65908), (37.81228, -83.65917), (37.81241, -83.65935), (37.81248, -83.65939), (37.81257, -83.6597), (37.81267, -83.65978), (37.81268, -83.65982), (37.81277, -83.65996), (37.81277, -83.66001), (37.81281, -83.66009), (37.81292, -83.66016), (37.81296, -83.66021), (37.81297, -83.66031), (37.81303, -83.6604), (37.81327, -83.66046), (37.81335, -83.66044), (37.81347, -83.66047), (37.81357, -83.66053), (37.8137, -83.66056), (37.81389, -83.66055), (37.81398, -83.6605), (37.81416, -83.66051), (37.81426, -83.66046), (37.81438, -83.66048), (37.81443, -83.66046), (37.8146, -83.66051), (37.81472, -83.66059), (37.81496, -83.66063), (37.81515, -83.6606), (37.81518, -83.66055), (37.81527, -83.66058), (37.81548, -83.66044), (37.81555, -83.66032), (37.81556, -83.66022), (37.81566, -83.66008), (37.8157, -83.66007), (37.81579, -83.66014), (37.81586, -83.66034), (37.81602, -83.66044), (37.81623, -83.66046), (37.81641, -83.66042), (37.81656, -83.66028), (37.81664, -83.66028), (37.81674, -83.6602), (37.81683, -83.66018), (37.81692, -83.66007), (37.81695, -83.66), (37.81703, -83.66004), (37.81709, -83.65998), (37.81709, -83.65983), (37.81713, -83.65979), (37.81712, -83.65963), (37.81716, -83.65955), (37.81717, -83.6595), (37.81724, -83.65944), (37.81738, -83.6594), (37.8174, -83.65938), (37.81737, -83.65899), (37.81733, -83.65892), (37.81734, -83.65885), (37.81741, -83.65872), (37.81755, -83.65871), (37.8176, -83.65865), (37.81763, -83.65866), (37.81772, -83.65861), (37.81793, -83.65871), (37.81802, -83.65869), (37.81805, -83.65864), (37.81805, -83.65855), (37.81809, -83.65843), (37.81807, -83.65836), (37.81803, -83.65834), (37.81805, -83.65823), (37.81814, -83.65823), (37.81817, -83.65817), (37.81822, -83.65813), (37.81821, -83.6581), (37.81826, -83.65802), (37.81834, -83.65792), (37.8184, -83.65792), (37.81842, -83.65789), (37.81831, -83.65781), (37.81822, -83.65779), (37.81816, -83.65784), (37.8181, -83.65793), (37.81802, -83.65794), (37.818, -83.65792), (37.81801, -83.6579), (37.81804, -83.65794), (37.81798, -83.65787), (37.818, -83.65782), (37.8179, -83.65778), (37.81786, -83.65773), (37.81783, -83.65775), (37.81784, -83.65769), (37.81782, -83.65776), (37.81786, -83.65794), (37.81783, -83.65798), (37.81785, -83.65801), (37.81781, -83.658), (37.81778, -83.6581), (37.8178, -83.65816), (37.81777, -83.6581), (37.81775, -83.65811), (37.81777, -83.65808), (37.81774, -83.65803), (37.81778, -83.65789), (37.81775, -83.65788), (37.8178, -83.65787), (37.81781, -83.65791), (37.81774, -83.65772), (37.81778, -83.65759), (37.81783, -83.65755), (37.81786, -83.65746), (37.81793, -83.6575), (37.818, -83.65748), (37.8181, -83.65752), (37.81826, -83.6575), (37.81839, -83.65742), (37.81853, -83.65751), (37.81858, -83.65745), (37.81866, -83.65741), (37.81868, -83.65746), (37.81888, -83.65746), (37.81892, -83.65753), (37.81897, -83.65754), (37.81903, -83.65746), (37.81914, -83.65739), (37.81916, -83.65734), (37.81916, -83.65718), (37.8192, -83.6571), (37.81923, -83.65711), (37.81933, -83.65704), (37.81935, -83.65708), (37.81937, -83.65703), (37.81944, -83.65697), (37.81949, -83.65684), (37.8197, -83.65668), (37.8197, -83.65661), (37.81974, -83.65658), (37.81976, -83.6565), (37.81985, -83.65643), (37.81986, -83.65632), (37.82004, -83.65621), (37.82009, -83.65608), (37.82022, -83.65606), (37.82031, -83.65597), (37.82037, -83.65585), (37.82041, -83.65585), (37.82044, -83.65579), (37.82051, -83.65577), (37.82053, -83.65571), (37.82056, -83.65572), (37.82067, -83.65564), (37.82068, -83.65558), (37.82073, -83.6555), (37.82074, -83.65542), (37.82078, -83.65544), (37.82087, -83.65542), (37.82094, -83.65533), (37.82094, -83.65529), (37.82101, -83.65524), (37.82101, -83.65519), (37.82109, -83.65518), (37.8211, -83.65512), (37.82119, -83.65509), (37.8212, -83.65501), (37.82126, -83.65485), (37.8213, -83.65483), (37.8213, -83.65477), (37.82136, -83.65476), (37.8214, -83.65471), (37.82141, -83.65461), (37.82148, -83.65445), (37.82154, -83.65444), (37.82159, -83.65433), (37.82164, -83.65431), (37.82164, -83.65425), (37.82166, -83.65428), (37.82171, -83.65418), (37.82181, -83.65413), (37.82184, -83.65415), (37.82184, -83.65409), (37.82188, -83.65412), (37.82198, -83.65402), (37.82212, -83.65407), (37.82221, -83.65387), (37.82207, -83.65378), (37.82203, -83.65359), (37.82198, -83.65357), (37.82187, -83.65355), (37.82168, -83.65359), (37.82162, -83.65354), (37.82157, -83.65356), (37.82157, -83.65351), (37.82159, -83.65341), (37.82155, -83.65325), (37.82158, -83.65322), (37.82155, -83.65319), (37.82151, -83.65317), (37.82143, -83.6532), (37.82133, -83.65337), (37.82134, -83.65331), (37.82132, -83.65328), (37.82131, -83.65332), (37.82127, -83.65332), (37.8213, -83.65335), (37.82129, -83.6533), (37.82123, -83.65325), (37.82121, -83.6532), (37.82127, -83.65304), (37.82129, -83.65286), (37.82134, -83.65274), (37.82131, -83.65265), (37.82133, -83.65258), (37.82131, -83.65252), (37.82136, -83.6524), (37.82133, -83.65232), (37.82124, -83.65225), (37.8212, -83.65213), (37.82115, -83.65214), (37.82113, -83.65206), (37.82106, -83.65203), (37.8209, -83.65203), (37.82085, -83.652), (37.82074, -83.65203), (37.82073, -83.65208), (37.82069, -83.65197), (37.82059, -83.65184), (37.82059, -83.65178), (37.82044, -83.6519), (37.82042, -83.65199), (37.82038, -83.65202), (37.82037, -83.65207), (37.82039, -83.65146), (37.82029, -83.65128), (37.82025, -83.65128), (37.82024, -83.65107), (37.82026, -83.651), (37.82025, -83.65093), (37.82029, -83.65081), (37.82033, -83.65079), (37.82036, -83.65073), (37.82044, -83.65068), (37.82048, -83.65043), (37.82045, -83.65041), (37.82049, -83.65033), (37.82051, -83.65017), (37.82052, -83.65019), (37.82049, -83.65013), (37.82049, -83.65003), (37.82047, -83.65001), (37.82042, -83.64987), (37.82044, -83.6497), (37.82043, -83.6495), (37.82045, -83.64926), (37.82038, -83.64892), (37.8204, -83.64882), (37.82038, -83.64874), (37.82041, -83.64863), (37.82029, -83.64849), (37.82027, -83.64836), (37.82029, -83.64829), (37.82026, -83.64826), (37.82023, -83.64814), (37.82025, -83.6481), (37.82019, -83.64808), (37.8202, -83.64801), (37.82017, -83.648), (37.8202, -83.64804), (37.82031, -83.648), (37.82033, -83.64797), (37.82032, -83.64792), (37.82027, -83.64777), (37.82025, -83.64777), (37.82025, -83.64769), (37.82021, -83.64767), (37.82018, -83.64758), (37.82009, -83.64748), (37.8201, -83.64744), (37.82002, -83.64725), (37.82002, -83.6471), (37.82, -83.6471), (37.82001, -83.64715), (37.82004, -83.64712), (37.82005, -83.64706), (37.82003, -83.64706), (37.82005, -83.64704), (37.82006, -83.64707), (37.82005, -83.64705), (37.82009, -83.64701), (37.82013, -83.64705), (37.82016, -83.64717), (37.82037, -83.64731), (37.82045, -83.64729), (37.82048, -83.64725), (37.82043, -83.64711), (37.82039, -83.64707), (37.82033, -83.64681), (37.82026, -83.64677), (37.82015, -83.64678), (37.82006, -83.64671), (37.82003, -83.64673), (37.81999, -83.6467), (37.81994, -83.64656), (37.81989, -83.64649), (37.81986, -83.6465), (37.81981, -83.64641), (37.81979, -83.64629), (37.81974, -83.64627), (37.81971, -83.64622), (37.81953, -83.64619), (37.81939, -83.64611), (37.81925, -83.64612), (37.81923, -83.64617), (37.8191, -83.64629), (37.81906, -83.64635), (37.81897, -83.6464), (37.81894, -83.64652), (37.8189, -83.64653), (37.81888, -83.64663), (37.81882, -83.64669), (37.81875, -83.64681), (37.81861, -83.64686), (37.81854, -83.64694), (37.81851, -83.64693), (37.81841, -83.64701), (37.81817, -83.64707), (37.81807, -83.64702), (37.818, -83.64705), (37.8177, -83.64689), (37.81764, -83.64675), (37.81761, -83.64673), (37.81755, -83.64664), (37.81749, -83.64661), (37.81747, -83.64655), (37.81739, -83.64646), (37.81732, -83.64643), (37.81725, -83.64637), (37.81716, -83.64633), (37.81694, -83.64636), (37.81685, -83.64633), (37.81682, -83.64637), (37.81669, -83.64631), (37.8166, -83.64638), (37.81641, -83.64645), (37.81634, -83.6466), (37.81626, -83.64666), (37.8162, -83.64676), (37.81618, -83.64689), (37.81615, -83.64694), (37.81607, -83.64697), (37.81608, -83.64711), (37.81605, -83.64718), (37.81583, -83.6474), (37.81573, -83.64747), (37.81562, -83.64763), (37.81552, -83.64767), (37.81549, -83.64773), (37.81545, -83.64774), (37.8154, -83.64782), (37.81535, -83.64798), (37.81531, -83.64803), (37.81526, -83.64805), (37.81516, -83.64824), (37.81507, -83.64835), (37.81503, -83.64856), (37.815, -83.64859), (37.81486, -83.64884), (37.8148, -83.64888), (37.81475, -83.64897), (37.81465, -83.64896), (37.81456, -83.64905), (37.81444, -83.64907), (37.81439, -83.64904), (37.81437, -83.64907), (37.81437, -83.64902), (37.8143, -83.64892), (37.81426, -83.64891), (37.81416, -83.6488), (37.81413, -83.64871), (37.81404, -83.64868), (37.81387, -83.64866), (37.81383, -83.64868), (37.81369, -83.64865), (37.81363, -83.64869), (37.81356, -83.64865), (37.81344, -83.64866), (37.81336, -83.64874), (37.81323, -83.6487), (37.81322, -83.64874), (37.81317, -83.64878), (37.81315, -83.64874), (37.81308, -83.64888), (37.813, -83.64892), (37.81296, -83.64892), (37.81292, -83.649), (37.81288, -83.64901), (37.8128, -83.64914), (37.81273, -83.64919), (37.81271, -83.64929), (37.81269, -83.64931), (37.81269, -83.64934), (37.81263, -83.64939), (37.8126, -83.64954), (37.81257, -83.64956), (37.81255, -83.64964), (37.8125, -83.64971), (37.8124, -83.6499), (37.81237, -83.6501), (37.81229, -83.65017), (37.81228, -83.65021), (37.81226, -83.65021), (37.81225, -83.65025), (37.81216, -83.6503), (37.81212, -83.65038), (37.812, -83.65045), (37.81196, -83.65049), (37.81196, -83.65052), (37.81163, -83.65065), (37.81156, -83.65071), (37.81156, -83.65074), (37.81151, -83.65077), (37.81138, -83.65077), (37.81126, -83.65083), (37.81103, -83.65099), (37.81095, -83.65109), (37.81094, -83.65117), (37.8109, -83.6512), (37.81081, -83.65133), (37.81066, -83.6514), (37.81061, -83.65147), (37.81055, -83.65163), (37.81056, -83.65171), (37.81049, -83.65183), (37.81036, -83.65192), (37.8102, -83.65214), (37.81008, -83.65224), (37.80972, -83.65236), (37.80967, -83.65241), (37.80961, -83.65252), (37.80956, -83.65249), (37.80952, -83.65251), (37.80947, -83.65256), (37.80932, -83.65258), (37.80919, -83.65266), (37.80895, -83.65255), (37.80879, -83.65237), (37.80861, -83.65234), (37.80852, -83.65243), (37.80834, -83.65249), (37.80819, -83.65259), (37.80812, -83.65269), (37.80807, -83.65271), (37.80799, -83.65285), (37.80792, -83.6529), (37.80789, -83.65314), (37.8079, -83.65338), (37.80796, -83.65365), (37.8079, -83.65382), (37.80787, -83.65438), (37.80785, -83.65442), (37.80776, -83.65475), (37.80773, -83.65481), (37.80774, -83.65495), (37.80771, -83.65512), (37.80772, -83.65526), (37.8077, -83.65531), (37.80769, -83.6554), (37.80761, -83.65551), (37.80752, -83.65576), (37.80746, -83.65582), (37.80743, -83.6559), (37.80733, -83.65603), (37.80734, -83.65611), (37.8074, -83.65621), (37.80746, -83.65627), (37.80753, -83.65642), (37.8076, -83.6565), (37.8076, -83.65655), (37.80773, -83.65673), (37.80776, -83.65693), (37.8078, -83.657), (37.80781, -83.65719), (37.80775, -83.65748), (37.8076, -83.6577), (37.80743, -83.65787), (37.80745, -83.65794), (37.80749, -83.65798), (37.80751, -83.6581), (37.80755, -83.65814), (37.80757, -83.65821)]"
