TMAX
63.0
70.0
50.0
32.0
45.0
51.0
0.0
16.0
45.0
47.0
35.0
37.0
41.0
54.0
38.0
38.0
32.0
26.0
38.0
40.0
23.0
22.0
31.0
39.0
43.0
33.0
24.0
39.0
30.0
26.0
44.0
44.0
60.0
48.0
49.0
26.0
31.0
47.0
50.0
49.0
55.0
54.0
67.0
40.0
34.0
37.0
60.0
62.0
63.0
34.0
40.0
58.0
68.0
62.0
37.0
45.0
34.0
39.0
53.0
56.0
66.0
69.0
62.0
65.0
78.0
72.0
64.0
47.0
46.0
54.0
66.0
25.0
50.0
64.0
67.0
64.0
73.0
69.0
55.0
61.0
71.0
76.0
0.0
58.0
46.0
48.0
43.0
44.0
51.0
81.0
65.0
47.0
60.0
56.0
63.0
58.0
73.0
58.0
44.0
43.0
64.0
69.0
71.0
79.0
62.0
72.0
67.0
58.0
52.0
72.0
69.0
82.0
86.0
84.0
81.0
61.0
49.0
70.0
74.0
79.0
77.0
77.0
84.0
62.0
77.0
65.0
57.0
67.0
77.0
83.0
84.0
82.0
82.0
78.0
82.0
73.0
79.0
79.0
82.0
87.0
85.0
73.0
57.0
67.0
84.0
74.0
68.0
73.0
81.0
86.0
87.0
0.0
80.0
76.0
79.0
80.0
81.0
81.0
87.0
74.0
73.0
78.0
83.0
91.0
90.0
93.0
92.0
86.0
0.0
77.0
83.0
92.0
0.0
0.0
0.0
87.0
83.0
0.0
78.0
85.0
90.0
86.0
86.0
81.0
87.0
86.0
0.0
85.0
85.0
75.0
81.0
85.0
86.0
83.0
83.0
84.0
86.0
82.0
73.0
84.0
87.0
85.0
87.0
0.0
87.0
81.0
78.0
85.0
81.0
81.0
80.0
77.0
86.0
86.0
79.0
76.0
81.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
76.0
80.0
85.0
83.0
77.0
81.0
81.0
84.0
85.0
85.0
84.0
88.0
88.0
81.0
81.0
82.0
85.0
82.0
79.0
80.0
78.0
74.0
78.0
84.0
75.0
78.0
71.0
71.0
74.0
78.0
81.0
82.0
81.0
84.0
85.0
89.0
70.0
67.0
73.0
75.0
70.0
66.0
57.0
63.0
65.0
56.0
60.0
64.0
67.0
72.0
75.0
67.0
59.0
63.0
70.0
72.0
75.0
63.0
66.0
72.0
61.0
56.0
0.0
54.0
57.0
69.0
75.0
75.0
75.0
78.0
49.0
61.0
71.0
72.0
67.0
66.0
63.0
65.0
75.0
76.0
77.0
74.0
76.0
68.0
75.0
71.0
60.0
41.0
33.0
46.0
42.0
38.0
36.0
34.0
40.0
35.0
50.0
57.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
53.0
52.0
44.0
42.0
34.0
37.0
44.0
48.0
50.0
5.0
12.0
23.0
29.0
36.0
52.0
65.0
67.0
58.0
58.0
66.0
66.0
64.0
52.0
52.0
51.0
46.0
40.0
52.0
62.0
63.0
0.0
34.0
41.0
49.0
59.0
64.0
64.0
37.0
43.0
41.0
36.0
47.0
57.0
35.0
47.0
56.0
44.0
54.0
54.0
32.0
36.0
30.0
48.0
58.0
55.0
66.0
67.0
71.0
51.0
45.0
53.0
62.0
62.0
72.0
58.0
34.0
50.0
59.0
53.0
60.0
77.0
78.0
50.0
41.0
57.0
69.0
65.0
78.0
59.0
69.0
57.0
63.0
74.0
0.0
45.0
62.0
43.0
49.0
37.0
37.0
34.0
50.0
65.0
51.0
43.0
35.0
50.0
62.0
63.0
78.0
62.0
73.0
72.0
68.0
56.0
59.0
65.0
64.0
72.0
72.0
82.0
87.0
50.0
54.0
55.0
66.0
73.0
75.0
79.0
85.0
77.0
78.0
71.0
63.0
72.0
82.0
84.0
78.0
62.0
55.0
55.0
64.0
71.0
70.0
72.0
65.0
57.0
55.0
62.0
58.0
66.0
76.0
78.0
78.0
74.0
74.0
79.0
81.0
77.0
80.0
76.0
76.0
76.0
73.0
78.0
79.0
65.0
72.0
77.0
79.0
79.0
73.0
75.0
68.0
0.0
73.0
82.0
82.0
84.0
86.0
87.0
85.0
83.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
