name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,average_speed,max_speed,elev_high,elev_low,pr_count,distance_miles,moving_time_minutes,moving_time_hours,decoded_polyline,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres
PMRP : Lode Loop,1461.2,460,463,26.7,Run,9512846235,2023-07-24,2023-07-24T11:38:38Z,(GMT-05:00) America/New_York,-14400.0,"[37.644767398014665, -83.71361251920462]","[37.644702438265085, -83.71377479285002]",3.177,6.7,295.4,267.6,0,0.91,7.67,0.13,"[(37.64476, -83.71362), (37.64479, -83.7136), (37.64479, -83.71354), (37.64482, -83.71355), (37.64492, -83.71353), (37.64495, -83.71361), (37.64505, -83.71374), (37.64508, -83.71372), (37.64509, -83.71361), (37.64508, -83.71356), (37.64504, -83.71353), (37.64504, -83.71342), (37.64488, -83.71327), (37.64489, -83.71314), (37.64492, -83.71308), (37.64492, -83.71303), (37.64488, -83.713), (37.64487, -83.71284), (37.64484, -83.71282), (37.64484, -83.71278), (37.64481, -83.71272), (37.64479, -83.71265), (37.64473, -83.71262), (37.64472, -83.71243), (37.64468, -83.71233), (37.64465, -83.71231), (37.64468, -83.71216), (37.64467, -83.71211), (37.64462, -83.71197), (37.64464, -83.71186), (37.64459, -83.7117), (37.64456, -83.71167), (37.6445, -83.71166), (37.64441, -83.71168), (37.64446, -83.71155), (37.64453, -83.71149), (37.64457, -83.71149), (37.6446, -83.71145), (37.64459, -83.71141), (37.64461, -83.71139), (37.64477, -83.71126), (37.64478, -83.7112), (37.64487, -83.71115), (37.64492, -83.71111), (37.64496, -83.71102), (37.64504, -83.71098), (37.64507, -83.71088), (37.64511, -83.71085), (37.64513, -83.7108), (37.64516, -83.7108), (37.64514, -83.71076), (37.64514, -83.71067), (37.6452, -83.71065), (37.64523, -83.71059), (37.64528, -83.71059), (37.64529, -83.71049), (37.64536, -83.71048), (37.64539, -83.71045), (37.64544, -83.71045), (37.64547, -83.71042), (37.64554, -83.71026), (37.64566, -83.71017), (37.64569, -83.71016), (37.64571, -83.71018), (37.64575, -83.71007), (37.64574, -83.70994), (37.64584, -83.70983), (37.64587, -83.70977), (37.64587, -83.70963), (37.64589, -83.70956), (37.64588, -83.70943), (37.64591, -83.70935), (37.646, -83.70929), (37.64614, -83.70924), (37.64621, -83.70926), (37.64624, -83.70921), (37.6463, -83.70918), (37.64635, -83.7092), (37.64646, -83.70915), (37.64648, -83.70927), (37.6465, -83.70929), (37.64654, -83.70927), (37.64657, -83.70931), (37.64664, -83.70935), (37.64668, -83.70934), (37.64679, -83.70942), (37.64689, -83.70947), (37.64709, -83.71025), (37.64713, -83.7103), (37.64713, -83.71031), (37.64711, -83.71032), (37.64711, -83.71035), (37.64715, -83.71036), (37.64606, -83.7108), (37.64608, -83.71091), (37.64605, -83.711), (37.64601, -83.71095), (37.64598, -83.71109), (37.64596, -83.71112), (37.64591, -83.71112), (37.64589, -83.71118), (37.64584, -83.71121), (37.64584, -83.71125), (37.64575, -83.71135), (37.64569, -83.71148), (37.64566, -83.7115), (37.64558, -83.71161), (37.64557, -83.71166), (37.64552, -83.71173), (37.64549, -83.71181), (37.6454, -83.71184), (37.6453, -83.71194), (37.64523, -83.71199), (37.64515, -83.7121), (37.64512, -83.71212), (37.64508, -83.71221), (37.64502, -83.71223), (37.64501, -83.71237), (37.64505, -83.71248), (37.6451, -83.7126), (37.64518, -83.71272), (37.64523, -83.71276), (37.64529, -83.71285), (37.6453, -83.71296), (37.64536, -83.71297), (37.64541, -83.71305), (37.6455, -83.71303), (37.64554, -83.71308), (37.64557, -83.71309), (37.64563, -83.71302), (37.64566, -83.71302), (37.64571, -83.71306), (37.64581, -83.71302), (37.64582, -83.71307), (37.64581, -83.71314), (37.64577, -83.71322), (37.64578, -83.71316), (37.64556, -83.71345), (37.64537, -83.71356), (37.64536, -83.71366), (37.64527, -83.71371), (37.64525, -83.71376), (37.64522, -83.71376), (37.64506, -83.71367), (37.64501, -83.71355), (37.64493, -83.7135), (37.64486, -83.71349), (37.64483, -83.71345), (37.6448, -83.71344), (37.64471, -83.7136), (37.64473, -83.71369), (37.64472, -83.71375), (37.6447, -83.71378)]",76.1,63.14,90.5,0.0,0.0,277.0,4.66,1017.4
